"TimeCreated","Id","LevelDisplayName","ProviderName","Message"
"9/1/2026 4:56:19 PM","3","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has shut down."
"9/1/2026 4:55:15 PM","4","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has finished the background loading and signing of zones. All zones are now available for DNS updates and zone transfers, as allowed by their individual zone configuration."
"9/1/2026 4:55:14 PM","2","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has started."
"9/1/2026 4:55:14 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone TrustAnchors from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 4:55:14 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 4:55:14 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone _msdcs.scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 4:54:50 PM","4013","Warning","Microsoft-Windows-DNS-Server-Service","The DNS server is waiting for Active Directory Domain Services (AD DS) to signal that the initial synchronization of the directory has been completed. The DNS server service cannot start until the initial synchronization is complete because critical DNS data might not yet be replicated onto this domain controller. If events in the AD DS event log indicate that there is a problem with DNS name resolution, consider adding the IP address of another DNS server for this domain to the DNS server list in the Internet Protocol properties of this computer. This event will be logged every two minutes until AD DS has signaled that the initial synchronization has successfully completed."
"9/1/2026 4:54:45 PM","7693","Information","Microsoft-Windows-DNS-Server-Service","The XfrScopeOptionValue has been set to 65433.  This option ID will be used to communicate the scope information during zone transfers via an OPT RR."
"9/1/2026 4:54:18 PM","3","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has shut down."
"9/1/2026 4:51:47 PM","4","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has finished the background loading and signing of zones. All zones are now available for DNS updates and zone transfers, as allowed by their individual zone configuration."
"9/1/2026 4:51:47 PM","2","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has started."
"9/1/2026 4:51:47 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone TrustAnchors from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 4:51:47 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 4:51:47 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone _msdcs.scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 4:51:23 PM","4013","Warning","Microsoft-Windows-DNS-Server-Service","The DNS server is waiting for Active Directory Domain Services (AD DS) to signal that the initial synchronization of the directory has been completed. The DNS server service cannot start until the initial synchronization is complete because critical DNS data might not yet be replicated onto this domain controller. If events in the AD DS event log indicate that there is a problem with DNS name resolution, consider adding the IP address of another DNS server for this domain to the DNS server list in the Internet Protocol properties of this computer. This event will be logged every two minutes until AD DS has signaled that the initial synchronization has successfully completed."
"9/1/2026 4:51:17 PM","7693","Information","Microsoft-Windows-DNS-Server-Service","The XfrScopeOptionValue has been set to 65433.  This option ID will be used to communicate the scope information during zone transfers via an OPT RR."
"9/1/2026 3:04:42 PM","3","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has shut down."
"9/1/2026 2:46:49 PM","4","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has finished the background loading and signing of zones. All zones are now available for DNS updates and zone transfers, as allowed by their individual zone configuration."
"9/1/2026 2:46:49 PM","2","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has started."
"9/1/2026 2:46:49 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone TrustAnchors from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 2:46:49 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 2:46:49 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone _msdcs.scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 2:46:25 PM","4013","Warning","Microsoft-Windows-DNS-Server-Service","The DNS server is waiting for Active Directory Domain Services (AD DS) to signal that the initial synchronization of the directory has been completed. The DNS server service cannot start until the initial synchronization is complete because critical DNS data might not yet be replicated onto this domain controller. If events in the AD DS event log indicate that there is a problem with DNS name resolution, consider adding the IP address of another DNS server for this domain to the DNS server list in the Internet Protocol properties of this computer. This event will be logged every two minutes until AD DS has signaled that the initial synchronization has successfully completed."
"9/1/2026 2:46:19 PM","7693","Information","Microsoft-Windows-DNS-Server-Service","The XfrScopeOptionValue has been set to 65433.  This option ID will be used to communicate the scope information during zone transfers via an OPT RR."
"7/9/2026 2:22:03 PM","3","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has shut down."
"7/9/2026 2:19:09 PM","4","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has finished the background loading and signing of zones. All zones are now available for DNS updates and zone transfers, as allowed by their individual zone configuration."
"7/9/2026 2:19:08 PM","2","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has started."
"7/9/2026 2:19:08 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone TrustAnchors from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"7/9/2026 2:19:08 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"7/9/2026 2:19:08 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone _msdcs.scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"7/9/2026 2:18:44 PM","4013","Warning","Microsoft-Windows-DNS-Server-Service","The DNS server is waiting for Active Directory Domain Services (AD DS) to signal that the initial synchronization of the directory has been completed. The DNS server service cannot start until the initial synchronization is complete because critical DNS data might not yet be replicated onto this domain controller. If events in the AD DS event log indicate that there is a problem with DNS name resolution, consider adding the IP address of another DNS server for this domain to the DNS server list in the Internet Protocol properties of this computer. This event will be logged every two minutes until AD DS has signaled that the initial synchronization has successfully completed."
"7/9/2026 2:18:38 PM","7693","Information","Microsoft-Windows-DNS-Server-Service","The XfrScopeOptionValue has been set to 65433.  This option ID will be used to communicate the scope information during zone transfers via an OPT RR."
"7/8/2026 11:14:42 PM","3","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has shut down."
"7/8/2026 11:12:23 PM","4","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has finished the background loading and signing of zones. All zones are now available for DNS updates and zone transfers, as allowed by their individual zone configuration."
"7/8/2026 11:12:23 PM","2","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has started."
"7/8/2026 11:12:23 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone TrustAnchors from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"7/8/2026 11:12:23 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"7/8/2026 11:12:23 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone _msdcs.scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"7/8/2026 11:11:58 PM","4013","Warning","Microsoft-Windows-DNS-Server-Service","The DNS server is waiting for Active Directory Domain Services (AD DS) to signal that the initial synchronization of the directory has been completed. The DNS server service cannot start until the initial synchronization is complete because critical DNS data might not yet be replicated onto this domain controller. If events in the AD DS event log indicate that there is a problem with DNS name resolution, consider adding the IP address of another DNS server for this domain to the DNS server list in the Internet Protocol properties of this computer. This event will be logged every two minutes until AD DS has signaled that the initial synchronization has successfully completed."
"7/8/2026 11:11:53 PM","7693","Information","Microsoft-Windows-DNS-Server-Service","The XfrScopeOptionValue has been set to 65433.  This option ID will be used to communicate the scope information during zone transfers via an OPT RR."
"7/8/2026 11:11:26 PM","3","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has shut down."
"7/8/2026 10:41:39 PM","4","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has finished the background loading and signing of zones. All zones are now available for DNS updates and zone transfers, as allowed by their individual zone configuration."
"7/8/2026 10:41:38 PM","2","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has started."
"7/8/2026 10:41:38 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone TrustAnchors from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"7/8/2026 10:41:38 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"7/8/2026 10:41:38 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone _msdcs.scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
