"No.","Time","Source","Destination","Protocol","Length","Info"
"9587","78.399675","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","118","Standard query response 0x61c4 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9588","78.400059","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","717","Session Setup Request, NTLMSSP_AUTH, User: FORELA\\john.deacon"
"9589","78.401117","172.17.79.135","172.17.79.136","LLMNR","98","Standard query response 0x61c4 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9590","78.404795","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","150","Session Setup Response, Error: STATUS_ACCESS_DENIED"
"9591","78.405282","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51931  >  445 [RST, ACK] Seq=1050 Ack=655 Win=0 Len=0"
"9592","78.415888","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9593","78.416011","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9594","78.416828","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9595","78.417428","172.17.79.135","172.17.79.136","MDNS","81","Standard query response 0x0000 A 172.17.79.135"
"9596","78.417428","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9597","78.417999","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x4a5e A DCC01"
"9598","78.417999","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x4a5e A DCC01"
"9599","78.418564","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x7191 AAAA DCC01"
"9600","78.418649","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","106","Standard query response 0x4a5e A DCC01 A 172.17.79.135"
"9601","78.418768","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x7191 AAAA DCC01"
"9602","78.419258","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","101","Standard query response 0x0000 A 172.17.79.135"
"9603","78.420205","172.17.79.135","172.17.79.136","MDNS","93","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9604","78.420954","172.17.79.135","172.17.79.136","LLMNR","86","Standard query response 0x4a5e A DCC01 A 172.17.79.135"
"9605","78.423016","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","86","51932  >  445 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"9606","78.423219","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","113","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9607","78.423219","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","86","445  >  51932 [SYN, ACK] Seq=0 Ack=1 Win=33120 Len=0 MSS=1440 SACK_PERM WS=128"
"9608","78.423694","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51932  >  445 [ACK] Seq=1 Ack=1 Win=2108160 Len=0"
"9609","78.423694","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","314","Negotiate Protocol Request"
"9610","78.423958","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","74","445  >  51932 [ACK] Seq=1 Ack=241 Win=32896 Len=0"
"9611","78.428557","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","118","Standard query response 0x7191 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9612","78.429541","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","314","Negotiate Protocol Response"
"9613","78.431199","172.17.79.135","172.17.79.136","LLMNR","98","Standard query response 0x7191 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9614","78.431199","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","240","Session Setup Request, NTLMSSP_NEGOTIATE"
"9615","78.436478","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","412","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"9616","78.437360","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","717","Session Setup Request, NTLMSSP_AUTH, User: FORELA\\john.deacon"
"9617","78.441064","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","150","Session Setup Response, Error: STATUS_ACCESS_DENIED"
"9618","78.441478","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51932  >  445 [RST, ACK] Seq=1050 Ack=655 Win=0 Len=0"
"9619","78.443299","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9620","78.443874","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9621","78.443996","172.17.79.135","172.17.79.136","MDNS","81","Standard query response 0x0000 A 172.17.79.135"
"9622","78.444247","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9623","78.444681","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9624","78.445242","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0xe710 A DCC01"
"9625","78.445483","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0xe710 A DCC01"
"9626","78.445483","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","101","Standard query response 0x0000 A 172.17.79.135"
"9627","78.445560","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x6d34 AAAA DCC01"
"9628","78.445706","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x6d34 AAAA DCC01"
"9629","78.446413","172.17.79.135","172.17.79.136","MDNS","93","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9630","78.447449","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","113","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9631","78.449430","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","86","51933  >  445 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"9632","78.449573","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","86","445  >  51933 [SYN, ACK] Seq=0 Ack=1 Win=33120 Len=0 MSS=1440 SACK_PERM WS=128"
"9633","78.449846","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51933  >  445 [ACK] Seq=1 Ack=1 Win=2108160 Len=0"
"9634","78.450058","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","314","Negotiate Protocol Request"
"9635","78.450244","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","74","445  >  51933 [ACK] Seq=1 Ack=241 Win=32896 Len=0"
"9636","78.452034","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","106","Standard query response 0xe710 A DCC01 A 172.17.79.135"
"9637","78.453102","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","314","Negotiate Protocol Response"
"9638","78.454196","172.17.79.135","172.17.79.136","LLMNR","86","Standard query response 0xe710 A DCC01 A 172.17.79.135"
"9639","78.454386","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","240","Session Setup Request, NTLMSSP_NEGOTIATE"
"9640","78.458313","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","412","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"9641","78.459220","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","717","Session Setup Request, NTLMSSP_AUTH, User: FORELA\\john.deacon"
"9642","78.459220","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","118","Standard query response 0x6d34 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9643","78.460969","172.17.79.135","172.17.79.136","LLMNR","98","Standard query response 0x6d34 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9644","78.467029","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","150","Session Setup Response, Error: STATUS_ACCESS_DENIED"
"9645","78.467554","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51933  >  445 [RST, ACK] Seq=1050 Ack=655 Win=0 Len=0"
"9650","78.472852","172.17.79.135","172.17.79.136","NBNS","104","Name query response NB 172.17.79.135"
"9656","78.476097","172.17.79.135","172.17.79.136","MDNS","81","Standard query response 0x0000 A 172.17.79.135"
"9657","78.476668","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","106","Standard query response 0x08c1 A dcc01 A 172.17.79.135"
"9658","78.478156","172.17.79.135","172.17.79.136","LLMNR","86","Standard query response 0x08c1 A dcc01 A 172.17.79.135"
"9659","78.479826","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","118","Standard query response 0x6235 AAAA dcc01 AAAA fe80::2068:fe84:5fc8:efb7"
"9661","78.481140","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","86","51934  >  80 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"9662","78.481345","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","86","80  >  51934 [SYN, ACK] Seq=0 Ack=1 Win=33120 Len=0 MSS=1440 SACK_PERM WS=128"
"9663","78.481871","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51934  >  80 [ACK] Seq=1 Ack=1 Win=2108160 Len=0"
"9664","78.482084","172.17.79.135","172.17.79.136","LLMNR","98","Standard query response 0x6235 AAAA dcc01 AAAA fe80::2068:fe84:5fc8:efb7"
"9665","78.484055","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","101","Standard query response 0x0000 A 172.17.79.135"
"9666","78.486953","172.17.79.135","172.17.79.136","MDNS","93","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9667","78.487776","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","113","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9668","78.560391","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","HTTP","168","OPTIONS / HTTP/1.1 "
"9669","78.560655","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","74","80  >  51934 [ACK] Seq=1 Ack=95 Win=33152 Len=0"
"9670","78.561523","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","HTTP","294","HTTP/1.1 200 OK "
"9672","78.648734","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51934  >  80 [ACK] Seq=95 Ack=221 Win=2107904 Len=0"
"9747","81.565405","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","74","80  >  51934 [FIN, ACK] Seq=221 Ack=95 Win=33152 Len=0"
"9748","81.565749","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51934  >  80 [ACK] Seq=95 Ack=222 Win=2107904 Len=0"
"9749","81.565750","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51934  >  80 [FIN, ACK] Seq=95 Ack=222 Win=2107904 Len=0"
"9750","81.565972","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","74","80  >  51934 [ACK] Seq=222 Ack=96 Win=33152 Len=0"
"9913","93.636482","172.17.79.136","172.17.79.4","DNS","78","Standard query 0xf234 A DCC01.forela.local"
"9914","93.637046","172.17.79.4","172.17.79.136","DNS","142","Standard query response 0xf234 No such name A DCC01.forela.local SOA dc01.forela.local"
"9915","93.637401","172.17.79.136","172.17.79.4","DNS","77","Standard query 0xf1e9 A DCC01.localdomain"
"9916","93.637645","172.17.79.4","172.17.79.2","DNS","88","Standard query 0x27a3 A DCC01.localdomain OPT"
"9919","94.640772","172.17.79.136","172.17.79.4","DNS","77","Standard query 0xf1e9 A DCC01.localdomain"
"9922","95.790418","172.17.79.2","172.17.79.4","DNS","1081","Standard query response 0x27a3 No such name A DCC01.localdomain SOA a.root-servers.net RRSIG NSEC aaa RRSIG NSEC locker RRSIG OPT"
"9923","95.791566","172.17.79.4","172.17.79.136","DNS","152","Standard query response 0xf1e9 No such name A DCC01.localdomain SOA a.root-servers.net"
"9924","95.792327","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9925","95.792677","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9926","95.793095","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9927","95.793346","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9928","95.793625","172.17.79.135","172.17.79.136","MDNS","81","Standard query response 0x0000 A 172.17.79.135"
"9929","95.793914","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x17a5 A DCC01"
"9930","95.794078","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x17a5 A DCC01"
"9931","95.794306","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x9816 AAAA DCC01"
"9932","95.794454","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x9816 AAAA DCC01"
"9933","95.795257","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","101","Standard query response 0x0000 A 172.17.79.135"
"9934","95.796578","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","106","Standard query response 0x17a5 A DCC01 A 172.17.79.135"
"9935","95.798268","172.17.79.135","172.17.79.136","MDNS","93","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9936","95.800109","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","113","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9937","95.801245","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","86","51940  >  445 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"9938","95.801437","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","86","445  >  51940 [SYN, ACK] Seq=0 Ack=1 Win=33120 Len=0 MSS=1440 SACK_PERM WS=128"
"9939","95.801782","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51940  >  445 [ACK] Seq=1 Ack=1 Win=2108160 Len=0"
"9940","95.801938","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB","147","Negotiate Protocol Request"
"9941","95.802043","172.17.79.135","172.17.79.136","LLMNR","86","Standard query response 0x17a5 A DCC01 A 172.17.79.135"
"9942","95.802166","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","74","445  >  51940 [ACK] Seq=1 Ack=74 Win=33152 Len=0"
"9943","95.806775","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","118","Standard query response 0x9816 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9944","95.807443","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","314","Negotiate Protocol Response"
"9945","95.807645","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","296","Negotiate Protocol Request"
"9946","95.808838","172.17.79.135","172.17.79.136","LLMNR","98","Standard query response 0x9816 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9947","95.810283","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","314","Negotiate Protocol Response"
"9948","95.811609","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","240","Session Setup Request, NTLMSSP_NEGOTIATE"
"9949","95.812432","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","412","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"9950","95.812930","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","717","Session Setup Request, NTLMSSP_AUTH, User: FORELA\\john.deacon"
"9951","95.814141","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","150","Session Setup Response, Error: STATUS_ACCESS_DENIED"
"9952","95.814426","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51940  >  445 [RST, ACK] Seq=1105 Ack=895 Win=0 Len=0"
"9994","103.413471","172.17.79.136","172.17.79.4","DNS","78","Standard query 0xbd0d A DCC01.forela.local"
"9995","103.413739","172.17.79.4","172.17.79.136","DNS","142","Standard query response 0xbd0d No such name A DCC01.forela.local SOA dc01.forela.local"
"9996","103.414318","172.17.79.136","172.17.79.4","DNS","77","Standard query 0xf37b A DCC01.localdomain"
"9997","103.414534","172.17.79.4","172.17.79.2","DNS","88","Standard query 0xbbfb A DCC01.localdomain OPT"
"10000","104.420369","172.17.79.136","172.17.79.4","DNS","77","Standard query 0xf37b A DCC01.localdomain"
"10001","105.562526","172.17.79.2","172.17.79.4","DNS","1081","Standard query response 0xbbfb No such name A DCC01.localdomain SOA a.root-servers.net RRSIG NSEC aaa RRSIG NSEC locker RRSIG OPT"
"10002","105.563847","172.17.79.4","172.17.79.136","DNS","152","Standard query response 0xf37b No such name A DCC01.localdomain SOA a.root-servers.net"
"10003","105.564624","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 A DCC01.local, ""QM"" question"
"10004","105.564948","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 A DCC01.local, ""QM"" question"
"10005","105.565551","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"10006","105.565788","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"10007","105.566030","172.17.79.135","172.17.79.136","MDNS","81","Standard query response 0x0000 A 172.17.79.135"
"10008","105.566382","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x3020 A DCC01"
"10009","105.566505","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x3020 A DCC01"
"10010","105.566834","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0xfb65 AAAA DCC01"
"10011","105.567007","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","101","Standard query response 0x0000 A 172.17.79.135"
